unique_id,primary_offense_new
7697049,hazardous waste violation
3680189,underground storage tank violation
7711180,water pollution violation
7696540,air pollution violation
7707485,hazardous waste violation
7708808,water pollution violation
3667465,air pollution violation
3190464,water pollution violation
3653586,environmental violation
3668832,solid waste violation
3668175,underground storage tank violation
3667622,underground storage tank violation
7703890,water pollution violation
7699041,water pollution violation
3672507,water pollution violation
3673124,water pollution violation
7703531,air pollution violation
7700753,air pollution violation
7703534,air pollution violation
7700761,water pollution violation
7702387,hazardous waste violation
7700810,air pollution violation
7700836,air pollution violation
3672512,water pollution violation
3667606,underground storage tank violation
7705680,water pollution violation
7693613,environmental violation
7694011,environmental violation
7706167,hazardous waste violation
7693809,environmental violation
7694899,environmental violation
7698040,pesticide violation
7693485,water pollution violation
7708343,water pollution violation
7693424,drinking water violation
7693426,water pollution violation
7698441,environmental violation
3658647,water pollution violation
7694807,air pollution violation
7699226,air pollution violation
7700093,environmental violation
3190473,mining environmental violation
7698661,hazardous waste violation
3658519,water pollution violation
7700867,environmental violation
7700692,water pollution violation
3679603,water pollution violation
7697588,hazardous waste violation
7697816,hazardous waste violation
6797036,underground storage tank violation
3688199,water pollution violation
7704138,water pollution violation
7699299,environmental violation
7695757,air pollution violation
3673259,water pollution violation
7710936,environmental violation
7700008,environmental violation
99929,hazardous waste violation
7708041,water pollution violation
7709203,environmental violation
7711522,pesticide violation
7702261,hazardous waste violation
7700633,asbestos violation
7706924,pesticide violation
7703574,environmental violation
3675164,underground storage tank violation
7708055,pesticide violation
7707907,water pollution violation
3702891,oil or gas drilling violation
3702417,oil or gas drilling violation
3702419,oil or gas drilling violation
7705888,air pollution violation
7706440,environmental violation
3681830,water pollution violation
3681424,water pollution violation
3680164,underground storage tank violation
7702623,air pollution violation
99524,air pollution violation
7697886,pesticide violation
7697295,lead violation
7703724,environmental violation
3682735,solid waste violation
7710762,air pollution violation
3658633,environmental violation
7711505,environmental violation
7708011,water pollution violation
7708001,drinking water violation
3702069,oil or gas drilling violation
3702205,oil or gas drilling violation
3701302,oil or gas drilling violation
7708116,drinking water violation
7700554,air pollution violation
7710737,water pollution violation
3667865,water pollution violation
7694405,water pollution violation
3702549,oil or gas drilling violation
7695028,pesticide violation
7706920,pesticide violation
7703384,pesticide violation
7700374,environmental violation
7697266,air pollution violation
3674032,underground storage tank violation
7696424,environmental violation
7701787,air pollution violation
7701399,environmental violation
7706993,air pollution violation
7706551,water pollution violation
7696800,environmental violation
3672836,water pollution violation
7699663,pesticide violation
3667704,solid waste violation
7696625,environmental violation
3701139,oil or gas drilling violation
7698733,asbestos violation
7699957,water pollution violation
7707389,pesticide violation
7698482,hazardous waste violation
3702033,oil or gas drilling violation
3702034,oil or gas drilling violation
3702035,oil or gas drilling violation
16218,water pollution violation
7703925,hazardous waste violation
7708690,environmental violation
3673162,water pollution violation
7702929,air pollution violation
3702472,oil or gas drilling violation
7710069,pesticide violation
3701121,oil or gas drilling violation
7703587,environmental violation
7696243,underground storage tank violation
7700362,hazardous waste violation
3401957,environmental violation
7703886,water pollution violation
3670674,water pollution violation
7697258,air pollution violation
7703922,hazardous waste violation
