bill_id,category_ids,category_labels,bill_type,reason
s277-111,,,,"The bill reauthorizes and amends the National and Community Service Act of 1990 to fund and structure federal volunteer programs (such as AmeriCorps and Learn and Serve America), which are government-administered social welfare initiatives rather than regulations imposing wage, hour, or benefit obligations on private non-governmental employers."
hr4063-114,,,,"The bill directs the Department of Veterans Affairs to improve opioid management protocols for veterans, which involves government healthcare administration rather than regulating private employer wage, hour, or benefit obligations."
hr4808-114,,,,"The bill modifies federal student aid repayment terms for Pell Grant recipients who do not complete their programs, which is a matter of federal education policy and government benefit administration, not private employer wage, hour, or benefit obligations."
hr940-108,,,,"The bill addresses the calculation of foreign tax credits for taxpayers challenging unlawful foreign taxes, which is a matter of international tax administration and does not regulate private employer wage, hour, or benefit obligations."
hr2908-111,,,,"The bill concerns the sale and replacement of petroleum in the Strategic Petroleum Reserve, which is a government energy policy matter and does not regulate private employer wage, hour, or benefit obligations."
s2553-114,,,,"The bill regulates emergency communication systems and 9-1-1 dialing protocols, which is unrelated to private employer wage, hour, or benefit obligations."
s1271-115,,,,"The bill designates mountain peaks in Colorado as a congressional tribute and does not regulate private employer wage, hour, or benefit obligations."
hr5484-110,,,,"The bill provides a tax exclusion for individuals receiving property tax abatements in exchange for services, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
s2211-109,,,,"The bill extends a tariff suspension on Fluorobenzene, which is a matter of foreign trade and international finance, and does not regulate private employer wage, hour, or benefit obligations."
s1235-107,,,,"The bill makes technical amendments to the federal criminal code and laws related to crime and criminal procedure, such as drug enforcement and economic espionage, and does not address private employer wage, hour, or benefit obligations."
s2852-106,,,,"The bill addresses immigration status adjustments for Syrian nationals and does not regulate private employer wage, hour, or benefit obligations."
hr1272-110,,,,"The bill amends Title 38 to increase pension rates administered by the Department of Veterans Affairs, which is a government benefit program and not a regulation of private employer wage or benefit obligations."
hr713-110,,,,"The bill establishes a National Heritage Area and authorizes federal grants for conservation and development; it does not regulate private employer wage, hour, or benefit obligations."
