bill_id,category_ids,category_labels
hr5543-110,1;11;24,Wage Hour & Benefits;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hjres11-112,,
s143-110,11,Accounting Financial Reporting & Tax
s815-109,11,Accounting Financial Reporting & Tax
hr5185-111,,
hr501-107,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr3701-112,1,Wage Hour & Benefits
hr4603-107,,
s2796-111,,
hr2738-114,,
hr3296-109,,
hr2661-109,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr6330-109,,
hr4265-106,1,Wage Hour & Benefits
s3367-114,,
hr360-113,12,"Fraud, Corruption & Criminal Conduct"
hr3777-107,,
hr3076-110,,
hr1394-109,,
hr5501-110,24,Government Reporting & Compliance
s2722-110,,
s3178-114,23,Healthcare Fraud & Compliance
hr5906-114,14,Consumer Protection
s2424-107,,
hr4660-112,,
hr4029-106,1;14;23,Wage Hour & Benefits;Consumer Protection;Healthcare Fraud & Compliance
s396-108,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s3008-113,1,Wage Hour & Benefits
hr3407-114,11,Accounting Financial Reporting & Tax
hr5861-110,18,Earth Violation
hr4509-108,,
hr1596-113,3,Labor Relations
s1956-108,,
hr6735-110,18,Earth Violation
hr1291-112,,
hr2997-111,5;10;15;23,Consumer Safety;Securities & Investor Protection;Competition-related Offenses;Healthcare Fraud & Compliance
hr1099-112,,
s2300-114,,
hjres99-115,1;22,Wage Hour & Benefits;Government Contracting
s1395-109,12,"Fraud, Corruption & Criminal Conduct"
hr5106-112,,
hr688-115,18,Earth Violation
s879-110,15,Competition-related Offenses
hr3897-113,11;14,Accounting Financial Reporting & Tax;Consumer Protection
s153-116,,
s2631-108,15,Competition-related Offenses
hr6549-110,1,Wage Hour & Benefits
s1098-114,,
s671-107,,
hr2069-107,10;24,Securities & Investor Protection;Government Reporting & Compliance
hr1202-107,23,Healthcare Fraud & Compliance
s3497-115,23,Healthcare Fraud & Compliance
hr3055-115,3;14,Labor Relations;Consumer Protection
s2608-106,1,Wage Hour & Benefits
hr2875-109,18,Earth Violation
hr2456-112,,
hr4725-110,15,Competition-related Offenses
hr993-114,1,Wage Hour & Benefits
s3919-111,,
hr4437-112,15,Competition-related Offenses
hr2159-115,11,Accounting Financial Reporting & Tax
hr4907-113,12,"Fraud, Corruption & Criminal Conduct"
hr4581-106,,
hr3037-116,1,Wage Hour & Benefits
hr3588-116,26,Exploitation & Trafficking
hr5552-114,14,Consumer Protection
hr4958-107,11,Accounting Financial Reporting & Tax
hr3967-108,11;15;24,Accounting Financial Reporting & Tax;Competition-related Offenses;Government Reporting & Compliance
hr3993-108,15,Competition-related Offenses
s1881-107,14,Consumer Protection
hr3183-112,10,Securities & Investor Protection
s2291-106,17;22,Water Violation;Government Contracting
s2428-112,,
hr2126-110,11,Accounting Financial Reporting & Tax
s1590-107,16;17;18,Air Violation;Water Violation;Earth Violation
hr4689-106,12,"Fraud, Corruption & Criminal Conduct"
s2370-112,11;22,Accounting Financial Reporting & Tax;Government Contracting
hr5264-107,12;14;15,"Fraud, Corruption & Criminal Conduct;Consumer Protection;Competition-related Offenses"
hr128-107,,
hr2301-115,14,Consumer Protection
hr4643-109,1,Wage Hour & Benefits
s565-109,6,Transportation Safety
hr4086-106,10;15,Securities & Investor Protection;Competition-related Offenses
hr697-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr2555-113,17,Water Violation
hr3320-114,,
s2283-114,14,Consumer Protection
hr5450-106,15,Competition-related Offenses
hr3120-114,17,Water Violation
hr1552-110,1,Wage Hour & Benefits
hr6496-114,13,Intellectual Property & Trade Secrets
s809-109,1;14;23,Wage Hour & Benefits;Consumer Protection;Healthcare Fraud & Compliance
hr280-109,18;22,Earth Violation;Government Contracting
s3359-109,,
hr2892-111,1;3;10;15;22;24,Wage Hour & Benefits;Labor Relations;Securities & Investor Protection;Competition-related Offenses;Government Contracting;Government Reporting & Compliance
hr7307-110,1;10;11;14;22,Wage Hour & Benefits;Securities & Investor Protection;Accounting Financial Reporting & Tax;Consumer Protection;Government Contracting
s83-112,,
hr2388-109,12,"Fraud, Corruption & Criminal Conduct"
hr592-113,,
s3088-107,1,Wage Hour & Benefits
hr2443-108,6;10;15;22,Transportation Safety;Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr3774-114,,
s325-112,,
hr5145-110,,
hr1799-114,10;14,Securities & Investor Protection;Consumer Protection
hr2002-115,18,Earth Violation
hr4000-115,1,Wage Hour & Benefits
s3825-109,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr3010-109,1;3;4;10;15;22,Wage Hour & Benefits;Labor Relations;Workplace Safety;Securities & Investor Protection;Competition-related Offenses;Government Contracting
s2402-111,,
hr5596-109,23,Healthcare Fraud & Compliance
hr366-108,,
hr277-108,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr954-115,,
hr4776-107,24,Government Reporting & Compliance
hr3128-111,10,Securities & Investor Protection
s853-109,12;15;24,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Reporting & Compliance"
hr3761-114,,
s2495-109,,
s1265-116,18,Earth Violation
hr1576-108,,
hr5238-113,26,Exploitation & Trafficking
hr3212-108,,
s3434-112,,
s3089-115,,
hr1594-109,1,Wage Hour & Benefits
s3566-110,4,Workplace Safety
s708-111,,
hr5248-106,,
s3685-109,,
hr5994-110,15,Competition-related Offenses
hr6346-112,1,Wage Hour & Benefits
hr3732-115,1,Wage Hour & Benefits
s1750-108,,
hr979-116,11,Accounting Financial Reporting & Tax
hr3205-108,1,Wage Hour & Benefits
hr2523-111,,
hr1251-108,,
hr4935-112,15,Competition-related Offenses
hr1001-115,1,Wage Hour & Benefits
hr356-111,,
hr4203-110,,
s1093-110,10;15;22,Securities & Investor Protection;Competition-related Offenses;Government Contracting
s2326-111,15,Competition-related Offenses
s1408-114,20,Energy Efficiency
s3089-112,15,Competition-related Offenses
hr320-112,,
hr1867-111,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr5303-108,,
hr281-109,6,Transportation Safety
hr5780-109,,
s1287-109,,
hr2807-109,,
s1203-107,,
s1862-108,10;15,Securities & Investor Protection;Competition-related Offenses
s1954-108,12,"Fraud, Corruption & Criminal Conduct"
s1450-111,,
s25-110,5;12;14,"Consumer Safety;Fraud, Corruption & Criminal Conduct;Consumer Protection"
s2408-114,4,Workplace Safety
s1100-116,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr5887-110,18;22,Earth Violation;Government Contracting
s1899-111,15,Competition-related Offenses
hr3035-112,14,Consumer Protection
hr5174-113,1,Wage Hour & Benefits
hr3130-113,1,Wage Hour & Benefits
hr938-115,10;15,Securities & Investor Protection;Competition-related Offenses
s1102-110,1,Wage Hour & Benefits
hr4351-110,11;12;15;24,"Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Government Reporting & Compliance"
s2684-107,7;18,Infrastructure & Nuclear Safety;Earth Violation
hr3914-113,,
hr3883-115,12,"Fraud, Corruption & Criminal Conduct"
hr5813-114,1,Wage Hour & Benefits
s2085-115,,
hr3475-110,11,Accounting Financial Reporting & Tax
hr5588-114,,
s152-112,6,Transportation Safety
s1660-108,17;18,Water Violation;Earth Violation
hr540-112,,
s3217-114,1,Wage Hour & Benefits
hr6466-112,23,Healthcare Fraud & Compliance
s2378-111,15,Competition-related Offenses
s2869-109,15,Competition-related Offenses
hr2148-108,22,Government Contracting
hr406-107,2,Employment Discrimination
hr2555-111,10;15,Securities & Investor Protection;Competition-related Offenses
hr892-111,,
s1771-115,1;3;4;22,Wage Hour & Benefits;Labor Relations;Workplace Safety;Government Contracting
hr5027-111,,
s2405-109,15,Competition-related Offenses
s899-107,,
s3092-115,,
hr4810-106,11,Accounting Financial Reporting & Tax
s1423-107,,
hr5008-111,,
hr2296-112,10;14;23,Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
hr470-107,15,Competition-related Offenses
s1081-115,3,Labor Relations
s423-114,9;14,Banking AML & Sanctions;Consumer Protection
hr3934-114,11,Accounting Financial Reporting & Tax
s2287-109,11,Accounting Financial Reporting & Tax
hr4615-108,15,Competition-related Offenses
hr4408-107,15,Competition-related Offenses
hr3819-110,,
s1182-115,,
hr2042-107,11,Accounting Financial Reporting & Tax
hr975-113,,
s3349-112,1,Wage Hour & Benefits
hr5403-114,5,Consumer Safety
s2773-110,,
hr4872-113,24,Government Reporting & Compliance
hr1086-112,,
hr973-112,12,"Fraud, Corruption & Criminal Conduct"
hr737-109,20,Energy Efficiency
s1852-109,11,Accounting Financial Reporting & Tax
s884-109,12,"Fraud, Corruption & Criminal Conduct"
s2732-106,15,Competition-related Offenses
hr5012-106,10;15,Securities & Investor Protection;Competition-related Offenses
hjres35-112,1;2;3,Wage Hour & Benefits;Employment Discrimination;Labor Relations
hr1512-108,11,Accounting Financial Reporting & Tax
s314-109,10;11;15,Securities & Investor Protection;Accounting Financial Reporting & Tax;Competition-related Offenses
hr3514-115,12,"Fraud, Corruption & Criminal Conduct"
s1747-107,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
s2546-108,5;15,Consumer Safety;Competition-related Offenses
hr2407-112,6,Transportation Safety
s1628-112,1,Wage Hour & Benefits
s2754-115,,
s1350-114,6;15,Transportation Safety;Competition-related Offenses
s2689-109,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s2317-113,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
hr4261-106,15,Competition-related Offenses
hr1021-114,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
hr175-111,,
hr405-108,5;14,Consumer Safety;Consumer Protection
s2455-111,15,Competition-related Offenses
s664-116,3,Labor Relations
hr6334-110,10;15,Securities & Investor Protection;Competition-related Offenses
hr2345-108,24,Government Reporting & Compliance
s597-115,,
hr4287-114,10;15,Securities & Investor Protection;Competition-related Offenses
s2254-108,5,Consumer Safety
s246-115,8,Campus Safety
hr4522-111,24,Government Reporting & Compliance
hr629-108,15,Competition-related Offenses
hr3871-106,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime"
s1511-112,22,Government Contracting
hr101-112,,
hr4787-108,12,"Fraud, Corruption & Criminal Conduct"
hr6829-110,1,Wage Hour & Benefits
hr418-113,23,Healthcare Fraud & Compliance
s2787-109,15,Competition-related Offenses
hr1824-111,,
hr6380-109,23,Healthcare Fraud & Compliance
hr3621-106,,
hr2999-112,,
hr2439-108,1,Wage Hour & Benefits
hr3996-106,15,Competition-related Offenses
hr3710-112,22,Government Contracting
hr258-112,17,Water Violation
hr5839-112,,
hr5735-107,,
s2014-111,15,Competition-related Offenses
hr2724-111,6;16;20,Transportation Safety;Air Violation;Energy Efficiency
hr3961-113,10;15,Securities & Investor Protection;Competition-related Offenses
hr2424-109,15,Competition-related Offenses
hr3494-110,,
s2587-114,17;19,Water Violation;Lead Violation
hr2483-108,,
hr3352-109,12,"Fraud, Corruption & Criminal Conduct"
s51-110,,
hr5245-110,15,Competition-related Offenses
s471-108,,
hr1518-112,15,Competition-related Offenses
hr5256-110,15,Competition-related Offenses
hr279-112,16,Air Violation
hr3107-112,15,Competition-related Offenses
s1516-115,,
hr455-116,24,Government Reporting & Compliance
hr3180-112,,
s3969-111,5,Consumer Safety
hr3617-114,24,Government Reporting & Compliance
s3410-110,9;14,Banking AML & Sanctions;Consumer Protection
hr2127-115,3,Labor Relations
s384-115,11,Accounting Financial Reporting & Tax
hr4551-107,14,Consumer Protection
s3610-110,14,Consumer Protection
hr3981-108,7,Infrastructure & Nuclear Safety
hr4754-106,17;22,Water Violation;Government Contracting
hr5108-113,10;13,Securities & Investor Protection;Intellectual Property & Trade Secrets
s2415-110,,
hr4731-111,,
hr3207-108,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr5493-109,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
hr1793-108,3,Labor Relations
hr438-111,18,Earth Violation
hr2563-110,,
s2125-114,10;15,Securities & Investor Protection;Competition-related Offenses
hr2138-112,16,Air Violation
hr1872-114,20,Energy Efficiency
hr4699-110,,
hr1391-112,18,Earth Violation
s2640-112,,
hr2327-115,,
s476-116,23,Healthcare Fraud & Compliance
sjres41-116,12,"Fraud, Corruption & Criminal Conduct"
s3738-109,11,Accounting Financial Reporting & Tax
hr5620-113,,
hr4196-111,1,Wage Hour & Benefits
s3544-114,1;4,Wage Hour & Benefits;Workplace Safety
hr312-110,,
hr5451-111,,
hr5938-109,,
s791-109,15,Competition-related Offenses
hr1469-110,,
hr2358-114,18,Earth Violation
hr1332-107,10;13,Securities & Investor Protection;Intellectual Property & Trade Secrets
s34-114,12,"Fraud, Corruption & Criminal Conduct"
hr775-111,,
hr1661-111,16,Air Violation
s2122-109,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s3182-111,1,Wage Hour & Benefits
s1942-113,,
s3391-109,15,Competition-related Offenses
hr2527-107,1,Wage Hour & Benefits
hr5322-107,,
s2594-108,23,Healthcare Fraud & Compliance
hr2237-110,22,Government Contracting
hr955-110,12;16;18;22,"Fraud, Corruption & Criminal Conduct;Air Violation;Earth Violation;Government Contracting"
s121-110,,
hr2192-115,1,Wage Hour & Benefits
hr3167-115,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr723-113,17;18,Water Violation;Earth Violation
hr625-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr5759-112,,
hr711-109,12;14;15;27,"Fraud, Corruption & Criminal Conduct;Consumer Protection;Competition-related Offenses;Firearms Violation"
s1090-109,6;17,Transportation Safety;Water Violation
hr4829-112,15,Competition-related Offenses
hr6618-112,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3012-111,1;10;12;15;21;26,"Wage Hour & Benefits;Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses;Animal Welfare;Exploitation & Trafficking"
hr732-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s732-112,14,Consumer Protection
s1430-114,17;22,Water Violation;Government Contracting
s1205-111,6,Transportation Safety
hr4760-110,15,Competition-related Offenses
s3559-109,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr2805-107,,
hr4760-113,,
s2207-108,10;14;23,Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
s2973-110,16;18;20;22,Air Violation;Earth Violation;Energy Efficiency;Government Contracting
hr1271-115,5,Consumer Safety
s2394-110,12;22;24,"Fraud, Corruption & Criminal Conduct;Government Contracting;Government Reporting & Compliance"
hr3355-111,6,Transportation Safety
hr5232-108,17,Water Violation
s2261-110,15,Competition-related Offenses
hr4312-113,24,Government Reporting & Compliance
hr340-115,11;22,Accounting Financial Reporting & Tax;Government Contracting
s1059-110,20,Energy Efficiency
hr7240-110,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
s1078-108,,
hr2563-113,11,Accounting Financial Reporting & Tax
s1146-110,,
s2658-112,,
hr6437-110,,
s597-114,,
s220-109,,
s177-108,,
hr141-111,,
hr4399-106,,
s389-110,,
hr2992-113,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr2889-111,18,Earth Violation
s1051-107,,
hr6043-111,9;10;15,Banking AML & Sanctions;Securities & Investor Protection;Competition-related Offenses
s227-116,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3337-107,1,Wage Hour & Benefits
hr3801-106,15,Competition-related Offenses
hr531-111,12,"Fraud, Corruption & Criminal Conduct"
hr3237-107,,
hr2782-115,,
hr1073-108,15,Competition-related Offenses
hr2120-113,15,Competition-related Offenses
hr446-110,,
hr6893-115,1,Wage Hour & Benefits
hr526-116,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr2293-108,3,Labor Relations
hr1453-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1789-109,,
hr4891-108,,
s841-109,1;2;24,Wage Hour & Benefits;Employment Discrimination;Government Reporting & Compliance
hr5317-111,,
s602-109,10;14;23,Securities & Investor Protection;Consumer Protection;Healthcare Fraud & Compliance
hr3865-107,15,Competition-related Offenses
hr5131-109,,
s2139-108,4;18,Workplace Safety;Earth Violation
hr5337-107,1,Wage Hour & Benefits
hr2229-114,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr2042-113,11,Accounting Financial Reporting & Tax
hr2499-112,23,Healthcare Fraud & Compliance
hr6082-112,18;22,Earth Violation;Government Contracting
hr3397-115,,
hr3169-111,17,Water Violation
s2922-108,,
hr2614-113,1,Wage Hour & Benefits
s1363-115,24,Government Reporting & Compliance
hr733-108,,
hr3907-108,6,Transportation Safety
hr4256-114,1,Wage Hour & Benefits
hr2742-111,,
hr3588-113,17,Water Violation
s54-116,18,Earth Violation
hr411-110,11,Accounting Financial Reporting & Tax
s1789-108,,
hr2460-111,1,Wage Hour & Benefits
